feature,shap_importance
feature_10,0.45184314
feature_1,0.271162
feature_7,0.19212893
feature_5,0.17292602
feature_14,0.11646752
feature_11,0.065622546
feature_4,0.057044175
feature_6,0.022700245
feature_8,0.008776526
feature_9,0.0076078484
feature_3,0.0028175034
feature_13,0.0004602255
feature_12,0.00011573844
