feature,mean_importance
feature_12,0.03226155745343112
feature_9,0.046853943959042535
feature_8,0.0681663627520578
feature_7,0.076028041695306
feature_11,0.08663375258488266
feature_1,0.11224189204264241
feature_10,0.1423446104578499
feature_6,0.1668974251927134
feature_5,0.28920688145350243
