name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.9942030201598854,3.05
2_DecisionTree,Decision Tree,rmse,0.46423069541193057,7.84
3_Linear,Linear,rmse,0.3219045346050918,6.43
4_Default_Xgboost,Xgboost,rmse,0.15947926683716676,21.34
5_Default_NeuralNetwork,Neural Network,rmse,0.28547128758751317,4.26
6_Default_RandomForest,Random Forest,rmse,0.32945353573833697,18.57
Ensemble,Ensemble,rmse,0.1594792643283382,0.28
