name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.9948058765652656,3.89
2_DecisionTree,Decision Tree,rmse,0.4880259774562179,9.29
3_Linear,Linear,rmse,0.30608646673563406,7.69
4_Default_Xgboost,Xgboost,rmse,0.16974063726432373,20.19
5_Default_NeuralNetwork,Neural Network,rmse,0.23531985902572886,5.3
6_Default_RandomForest,Random Forest,rmse,0.31990147943184594,19.1
Ensemble,Ensemble,rmse,0.16328757013417577,0.34
