feature,weight
intercept,-0.01908860447142598
feature_1,0.0688026634626419
feature_4,-0.013316116717508042
feature_5,-0.21682452033312827
feature_6,0.7787990948257928
feature_7,-0.013316116717508139
feature_8,-0.04115475386373095
feature_9,0.055456869642265885
feature_10,-0.14035603431552754
feature_11,-0.3162514855396782
feature_12,0.7879920688715019
feature_13,-0.30239996802209435
