feature,shap_importance
feature_4,0.34049418769271683
feature_14,0.17029182931927836
feature_6,0.10590140806708785
feature_12,0.024295245979371435
feature_5,0.016626246674895463
feature_1,0.0
feature_3,0.0
feature_7,0.0
feature_8,0.0
feature_9,0.0
feature_10,0.0
feature_11,0.0
feature_13,0.0
