feature,mean_importance
feature_13,-0.000876245454281388
feature_3,0.0
feature_12,0.0
feature_11,0.0045013828274842235
feature_14,0.005032323618736389
feature_8,0.009262863593249893
feature_9,0.011693008496984857
feature_5,0.0372449512875051
feature_7,0.07237460485304902
feature_10,0.14236498639933098
feature_4,0.24162128245397546
feature_6,0.27900558234185746
feature_1,0.3853912512027603
