name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1.0011265768001032,3.1
2_DecisionTree,Decision Tree,rmse,0.44694392446263675,8.61
3_Linear,Linear,rmse,0.3415493353871378,6.93
4_Default_Xgboost,Xgboost,rmse,0.18358467213664778,11.33
5_Default_NeuralNetwork,Neural Network,rmse,0.2576539075387094,4.55
6_Default_RandomForest,Random Forest,rmse,0.34222713102518665,19.25
Ensemble,Ensemble,rmse,0.1806165967832978,0.35
