feature,mean_importance
feature_12,0.0
feature_3,0.006050317288363988
feature_11,0.015223155518457437
feature_13,0.027022728415699027
feature_7,0.03086497273676022
feature_9,0.03485097671460699
feature_14,0.03553395766542979
feature_8,0.04770457220217901
feature_10,0.0876412300153652
feature_4,0.08874223413649802
feature_5,0.1680354511823928
feature_1,0.24892628877142542
feature_6,1.0141354142389853
