feature,mean_importance
feature_14,-0.0028286723797275037
feature_13,-0.00048166713859896235
feature_3,0.0
feature_12,0.0
feature_8,0.003622939946961701
feature_9,0.013099875547744944
feature_11,0.019478511806546472
feature_4,0.027855083558322512
feature_7,0.202511702064791
feature_1,0.24522085750953532
feature_10,0.25221510752891624
feature_5,0.4944929251401658
feature_6,0.7973126885649249
