feature,shap_importance
feature_6,0.47838259236349795
feature_10,0.33753140023417866
feature_5,0.32433270053304464
feature_7,0.3141158398213528
feature_1,0.3027639432208999
feature_4,0.10530349147364265
feature_11,0.06200998298528463
feature_8,0.0457298366718722
feature_9,0.04533360864643047
feature_14,0.04291800830989221
feature_3,0.00323186191863952
feature_13,0.0029664551112612175
feature_12,0.00020365157415109527
