feature,weight
intercept,-0.008069709719332243
feature_1,-0.5593588571245693
feature_3,0.06889095720785686
feature_4,0.25159870138834456
feature_5,0.40703961447019305
feature_6,-0.4122367584570517
feature_7,618365735781.1675
feature_8,-921494236392.0511
feature_9,-905513711195.7009
feature_10,-3010102284675.424
feature_11,9329090509964.418
feature_12,184159162953.38116
feature_13,10400895197289.27
feature_14,-0.04843291078950535
