feature,mean_importance
feature_3,0.0
feature_8,0.0
feature_9,0.0
feature_12,0.0
feature_7,0.0020004913881795983
feature_11,0.0074715150586826375
feature_6,0.011245895617493156
feature_5,0.03019059108494903
feature_4,0.03871624499102408
feature_14,0.12652168244237277
feature_1,0.13175418668437164
feature_13,0.2698219108790768
feature_10,0.42655414606172914
