name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1.007753513054772,0.98
2_DecisionTree,Decision Tree,rmse,0.6997629543510421,12.14
3_Linear,Linear,rmse,0.8694300064988865,4.12
4_Default_Xgboost,Xgboost,rmse,0.3965782650669594,9.73
5_Default_NeuralNetwork,Neural Network,rmse,0.7017393648387907,1.68
6_Default_RandomForest,Random Forest,rmse,0.649431923899105,8.41
Ensemble,Ensemble,rmse,0.3965782650669594,0.34
