feature,weight
intercept,0.020125743958324883
feature_1,-0.038185232547812184
feature_3,-0.052476813066868244
feature_4,-0.8672849951539423
feature_5,-0.5178498475586965
feature_6,-0.08819749067539956
feature_7,-12010959952717.025
feature_8,-7523854237612.69
feature_9,-8429941564417.749
feature_10,-7495524190796.521
feature_11,-13730951757258.914
feature_12,-1030712232824.3601
feature_13,-9458089477546.18
feature_14,-0.11449197155269568
