0,0.3330414843708981,
1,0.14631217434201652,
2,0.07128316233454576,
3,0.04712057948287415,
4,0.03966386749553325,
5,0.030471747156165154,
6,0.02484292254065886,
7,0.020902123563866334,
8,0.023684162400043937,
9,0.021319153910018127,
10,0.019918936016712248,
11,0.018308305802621536,
12,0.017420137913898993,
13,0.016701131005339844,
14,0.016685441089547764,
15,0.017511122121708255,
16,0.017892578644218435,
17,0.019110317383937148,
18,0.018162516441794084,
19,0.018802577883308892,
20,0.016720650724249678,
21,0.016030909025258867,
22,0.015070681866590909,
23,0.015514411158951896,
24,0.015593752496481187,
25,0.0158918961754617,
