feature,mean_importance
feature_3,0.0
feature_12,0.0
feature_1,0.0001204826161896988
feature_14,0.006710551647661073
feature_5,0.15562093292022544
feature_6,0.23713004671712518
feature_4,0.40137185769886735
feature_10,1.8386423903117034e+23
feature_8,2.069541667234598e+23
feature_7,2.678288123017011e+24
feature_9,7.844907558165268e+24
feature_11,1.6635717349722195e+26
feature_13,1.889354611567245e+26
