feature,weight
intercept,0.016736208378497135
feature_1,0.008570019579647772
feature_3,-0.044963188019747524
feature_4,-0.7658005704818613
feature_5,-0.5189074361840899
feature_6,-0.09228356203104149
feature_7,1217452943693.9827
feature_8,-337896400142.9905
feature_9,-2122135504615.9304
feature_10,-332862157310.04755
feature_11,8246889801011.409
feature_12,216444802150.89444
feature_13,8936435420767.975
feature_14,-0.07420483614674642
