name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.9946332451972847,1.58
2_DecisionTree,Decision Tree,rmse,0.6324897373692455,6.15
3_Linear,Linear,rmse,0.7667155809317384,4.71
4_Default_Xgboost,Xgboost,rmse,0.3925938858957525,12.02
5_Default_NeuralNetwork,Neural Network,rmse,0.6173994451243309,2.35
6_Default_RandomForest,Random Forest,rmse,0.571293854302233,9.38
Ensemble,Ensemble,rmse,0.39260486118810867,0.33
