feature,shap_importance
feature_1,0.32908487
feature_14,0.19696283
feature_7,0.18469942
feature_5,0.16013178
feature_4,0.1030427
feature_10,0.1022184
feature_6,0.05409231
feature_9,0.023826046
feature_11,0.01643729
feature_13,0.015739258
feature_8,0.0053360937
feature_3,0.0028182939
feature_12,0.0
