name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.9874677109532336,2.63
2_DecisionTree,Decision Tree,rmse,0.5131328895474885,7.81
3_Linear,Linear,rmse,0.2796375491269358,5.96
4_Default_Xgboost,Xgboost,rmse,0.16753242944647442,10.05
5_Default_NeuralNetwork,Neural Network,rmse,0.2647527055034836,3.71
6_Default_RandomForest,Random Forest,rmse,0.32491543479402046,17.48
Ensemble,Ensemble,rmse,0.16528239588049023,0.28
