feature,shap_importance
feature_5,0.3935286
feature_4,0.28776398
feature_6,0.25953496
feature_1,0.063661166
feature_7,0.03370971
feature_14,0.032984346
feature_9,0.024751239
feature_11,0.009094385
feature_8,0.002989192
feature_10,0.0022686694
feature_12,0.0009534508
feature_3,0.0007697717
feature_13,0.00071105646
