feature,shap_importance
feature_1,0.40645358
feature_5,0.19183385
feature_7,0.18704933
feature_14,0.10707564
feature_6,0.063549966
feature_10,0.062581934
feature_4,0.052538767
feature_11,0.0109303845
feature_9,0.010035743
feature_13,0.008609788
feature_8,0.0046836757
feature_3,0.003518484
feature_12,1.888081e-05
