feature,mean_importance
feature_8,0.03474247964135398
feature_9,0.07295638605683705
feature_7,0.0799376284429727
feature_1,0.1318777143517793
feature_11,0.13594623328431998
feature_12,0.14962837482408814
feature_10,0.16617483710064104
feature_6,0.16888614670574603
feature_5,0.2628601699555153
