feature,mean_importance
feature_12,0.0
feature_14,0.00454662973877884
feature_3,0.01985448174624973
feature_5,0.039400701568548066
feature_4,0.1211794149286564
feature_6,0.15569447968495692
feature_1,0.6620684837996771
feature_7,4.6882440341904864e+23
feature_9,9.766840417981969e+23
feature_8,1.0879518440284118e+24
feature_10,1.059861532946419e+25
feature_11,1.4696221783572475e+26
feature_13,1.7513759407683552e+26
