feature,mean_importance
feature_3,0.0
feature_12,0.0
feature_14,0.010583774748699915
feature_1,0.011121339467880974
feature_5,0.0524930028032317
feature_4,0.4501207484967697
feature_6,0.4652210662456846
feature_10,2.8985684559842584e+23
feature_8,3.2625747272013513e+23
feature_7,4.222246539250335e+24
feature_9,1.2367278002520727e+25
feature_11,2.6225744498576163e+26
feature_13,2.9785148586331427e+26
