name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.9815368454178609,3.23
2_DecisionTree,Decision Tree,rmse,0.38888850341295755,7.84
3_Linear,Linear,rmse,0.31986464696650924,6.49
4_Default_Xgboost,Xgboost,rmse,0.23307893945383723,10.91
5_Default_NeuralNetwork,Neural Network,rmse,0.2547882961842132,4.39
6_Default_RandomForest,Random Forest,rmse,0.3234335214883916,17.57
Ensemble,Ensemble,rmse,0.21515237961242775,0.28
