name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.9987422127637487,4.08
2_DecisionTree,Decision Tree,rmse,0.4771093431207201,8.84
3_Linear,Linear,rmse,0.29286723217753147,7.4
4_Default_Xgboost,Xgboost,rmse,0.10478284542393433,17.67
5_Default_NeuralNetwork,Neural Network,rmse,0.19163795209016724,5.36
6_Default_RandomForest,Random Forest,rmse,0.32464021961284045,19.32
Ensemble,Ensemble,rmse,0.10478283872606182,0.28
