name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1.030148920634078,1.21
2_DecisionTree,Decision Tree,rmse,0.5251238055199592,3.87
3_Linear,Linear,rmse,0.5048714994403444,3.95
4_Default_Xgboost,Xgboost,rmse,0.45819200323667636,7.3
5_Default_NeuralNetwork,Neural Network,rmse,0.572913678361663,1.88
6_Default_RandomForest,Random Forest,rmse,0.49736439875369354,10.96
Ensemble,Ensemble,rmse,0.4581958774048187,0.3
