feature,mean_importance
feature_5,0.012232333524268722
feature_9,0.016934169926464376
feature_10,0.02580284750909968
feature_6,0.03191291594275698
feature_8,0.03385806771282778
feature_13,0.043568202429759006
feature_7,0.0484547155207808
feature_11,0.06341693459874784
feature_4,0.1340122060868759
feature_1,0.2561347661105605
feature_12,1.1972406791397225
