sys,sysname,arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem_size,mem_type,mem_clock,num_cpus,bus_speed,system,executable,PS,no_of_procs,runtime
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_21,B,21,13.88
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_13,B,13,15.29
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_17,B,17,13.63
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_9,B,9,13.88
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_8,B,8,14.32
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_16,B,16,13.19
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_10,B,10,12.89
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_22,B,22,11.55
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_19,B,19,12.99
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_24,B,24,11.09
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_4,B,4,26.41
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_14,B,14,15.07
hpcserver1010071130,Supermicro_X10DRi,IntelXeonE52620v3_DDR42133_64GB,2.4,X86_64,8,64,1,32,8,64,1,256,20,64,12,15360,64,DDR4,2133,12,32768,hpcserver1010071130,npb_sp-mz.B.x_23,B,23,11.85
