feature,mean_importance
feature_12,0.0
feature_3,0.011481976282492024
feature_8,0.013433293656497387
feature_9,0.019986287414234638
feature_13,0.051755859872554245
feature_11,0.06251505290909601
feature_5,0.06297598115381765
feature_4,0.08718847275708552
feature_14,0.09360699868298754
feature_7,0.15243413718719628
feature_6,0.23864884590745353
feature_10,0.312403350173741
feature_1,0.7036948111568876
